S. No.,Category Name,URL if available,Description(Minimum 80 words),location,contact(Multiple If available),Reviews,Rating,Images
,,,,,,"5. Competing against world famous franchises, this is Indian hospitality at its best at the price 
charged. Very large rooms and bathrooms, free buffet breakfast with a crazily large spread,
 small and personal lobby. Good spa and two delectable restaurants without any overbearing 
service. No frills but luxury nevertheless. Value for money and relief from impersonal five star
 culture of Delhi. Very convenient location. If you can tolerate a slight worn out look, this is a
 great hotel. ",,
,,,,,,,,
37,ITC Kakatiya ,,"ITC Kakatiya offers an exceptional selection of luxuriously appointed premium accommodation rated among the best in Hyderabad.
Situated at the commercial heart of the city, overlooking the picturesque Hussain Sagar Lake, and a sprawling expanse of
 beautifully landscaped gardens, the suites and rooms at ITC Kakatiya afford a range of pleasing views of the estate and the city. 
This superlatively luxurious business hotel presents 188 luxury rooms ranging in size from 32 to 148 sq mt, in a set of categories 
including 21 ITC One rooms, 66 Towers rooms, 65 Executive Club rooms, 11 EVA rooms, a Luxury Suite and one Presidential Suite,
 allowing you to choose accommodation that best suits your needs, when you are in Hyderabad.","6 -3 -1187, Begumpet, Hyderabad, Telangana 500016",040 2340 0132,"1. ITC Group hotel have set up a high standard for themselves, and this property is no 
different. Upscale, very nice and luxurious rooms, several excellent restaurants. Nicely
 located. The staff is extremely nice and are always there to help. ",4,
,,,,,,"2. I stayed at this hotel for the first time yesterday. The hotel is an old building but maintained 
well. I liked the approach of staff and I appreciate detailed explanation about hotel and room
 by Ms Sheen , she was lovely at her work. Service of staff is well however if I compare this 
hotel with modern hotels then it's bit behind in luxury feeling . I will give four out of five . ",,
,,,,,,"3. Kebabs and curries...Bade miya and Chote miya food festival was excellent..Sai Bhasker,
Shekar and Shiv explained each dish properly and served excellent.. Thanks to them..
Hope more festivals like it regularly..",,
,,,,,,"5. We are really thankful to the to the way the staff of ITC kakatiya organised the Buffet for 
two  on our behalf specially Mr Anshul Mishta on 13th of Sep 2016. We are really thankful 
for the hospitality and kind gesture of staff of Hotel ",,
,,,,,,,,
,,,,,,,,
38,The LaLiT Laxmi Vilas Palace Udaipur,,"Nestled amidst the Aravalli Hills with captivating view of Fateh Sagar Lake, The Lalit Laxmi Vilas Palace Udaipur showcases the rich 
history and culture of the vibrant state of Rajasthan. Built by his Highness Maharana Fateh Singh in 1911, this luxury heritage hotel 
sits on a hilltop, with a majestic architecture and décor that reflect the culture, charm and grandeur of this bygone era. The hotel is
 located just kilometres away from the city centre, international airport and railway station. The Lalit Laxmi Vilas Palace Udaipur 
features 55 well-appointed, spacious rooms and suites, all of which offer captivating view of the lake, valley or Udaipur skyline. 
The entire palace has been meticulously restored, blending modern luxuries with royal splendour.","Opposite Fateh Sagar Lake, Udaipur, Rajasthan 313004",0294 301 7777,"1. The rooms are spacious and huge the food is really not good. not even breakfast! the 
bathroom near the lobby smells like a train station service at breakfast is terribly sloppy All in
 all not a hotel i would recommend as a five star experience ",4,
,,,,,,"2. Fateh Sagar Lake and Aravali hills look spectacular in the background. Time stands still. 
We dined at Aangan, there was live folk dance and music. The food was delicious and the 
service was unbeatable. It was one of the best evenings I had in Udaipur. The room was nice.
 Overall a great experience. ",,
,,,,,,"3. front desk manager is very co operative, all staff good, excellent ambience, excellent food,
 excellent room, overall excellent experience with my family, good to visit atleast once in
 lifetime,excellent view for lake. ",,
,,,,,,"4. I arrived at hotel quite early in morning. There were some issues with reservation. 
Appreciate the eftorts of Mr Bhattacharjee to sort it out and offer a suite for early checkin. The
 view from the hotel is breathless. Do have a look at the photo uploaded. It was taken post 
sunset on a dslr. The services and hospitality deserves a 5 star rating. ",,
,,,,,,"5. Splendid property, great views of the fatehsagar lake, well located and great hospitality. 
The hospitality of this place is something which scores a perfect 10. The breakfast had a 
great spread. Eating at the in-house restaurant can be expensive. The buffet dinner could be 
improved. The palace has a v royal and authentic feel to it. Overall a great experience.",,
,,,,,,,,
39,Aman-i-Khas Rajasthan,,"Relish the beauty of style of royalty while staying in the Aman-I-Khas hotel that is surrounded by the beautiful and captivating 
Aravalli Hills. It is very popular among the people and the wildlife enthusiasts because of its close proximity with the Ranthambore
 Wildlife Sanctuary. The hotel offers one of the best opportunities to spot various species of wildlife like tigers, leopards, deer 
smaller jungle cats, sloth bears, antelopes and migratory birds.The luxury tents operate from October to June, which is considered
 as an excellent period to witness the wildlife in their natural environment. You will surely feel rejuvenated during your stay in the
 hotel. So, if your dream to get a taste of royalty along with a majestic wildlife exploration, then the Aman-I-Khas hotel must be your 
best bet.","Sherpur, Khiljipur, Near Ranthambore National Park, Sawai Madhopur, Rajasthan 322001",07462 252 052,"1. When we went we stayed for 3 days and ended up seeing three tigers in three game drives.
 We saw a tiger incredibly close up and that was an amazing experience. We also saw a 
tiger running by our jeep and that was great fun. We went to the lake and saw the crocodiles 
which was great ",4,
,,,,,,"2. This is a truly one-of-a-kind experience... ten tents, all of which are luxurious, air-
conditioned and attended by an amazing staff. The setting, service and experience are all
 truly outstanding! Meal service was flexible based on my schedule and the options of dining
 in-tent/patio, on property veranda or in main tent were relaxing and appreciated. ",,
,,,,,,"3. The property is very well maintained. The food is amazing, especially their breakfast. The 
service is perfect and the rooms are very simple and elegant. I would recommend this hotel
 to people who are looking for a unique experience. ",,
,,,,,,"4. We were at Aman I khas for three days. Diwali vacation with family. It was awesome
 property with just 10 private and superb sized tents.personal butler sorry batman!small 
details like sunscreen lotion, face masks, face towels and lip balm in the Safari kit.. Picnic 
basket with tea, coffee and hot chocolate..awesome celebration of Diwali ",,
,,,,,,"5. This Aman is one of the wildest one. It represents luxury in a perfect wild place. The tents 
are luxury but it is still very wild. The tiger safari is one of the most popular activity. I 
recommend in the morning rather than in the afternoon because it is very hot from lunch to 5.",,
,,,,,,,,
40,The LaLiT Ashok Karnataka,,"Nestled midst 10 acres of sprawling landscaped and manicured lawns, The Lalit Ashok Bangalore is one of the finest luxury 
hotels in Bangalore.Strategically located in the highly secure diplomatic enclave of Bangalore, The Lalit Ashok offers exquisite view 
of the adjacent 18-hole golf course. The hotel showcases a contemporary and elegant ambience distinguished by the latest in 
business technology, modern amenities and impeccable hospitality. Besides its exclusive location, the hotel is known for its 
contemporary dining options and the city's largest banquet facilities.The hotel is also home to the Gandhi Smarak, where Mahatma 
Gandhi used to conduct evening prayer meetings whilst staying in Bangalore in the late 1920s. Complementing its splendid legacy 
with contemporary ambience and trendy guest amenities, The Lalit Ashok has long remained the favoured luxury destination for 
business and leisure travellers. It is also the first hotel in South India to be accredited with ISO 22000 standards.","Kumara Krupa High Grounds, Next to CM Guest House, Bengaluru, Karnataka 560001",080 3052 7777,"1. This is a very conveniently located hotel in Bangalore with easy access to all city landmarks
 and also away from the bustle of the city center. Food was good and the room was fine. The 
best part was the service provided by the personnel which was exceptional. Guest relations
 officers were very friendly , kind and helpful and went out of their way to help the guests. ",4,
